assembly_accession	biosample	organism	changed_fields	matched_rules	outcomes
GCA_057037325.1	SAMN50509601	Hominicoprocola fusiformis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037345.1	SAMN50509600	Parabacteroides distasonis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037425.1	SAMN50509599	Christensenellales bacterium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037445.1	SAMN50509597	Duodenibacillus massiliensis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037465.1	SAMN50509598	Roseburia faecis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037525.1	SAMN50509595	Bacteroides cellulosilyticus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037545.1	SAMN50509596	Bilophila wadsworthia	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037585.1	SAMN50509594	Vescimonas coprocola	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037625.1	SAMN50509593	Lachnospira sp.	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037645.1	SAMN50509592	Alistipes onderdonkii	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037705.1	SAMN50509590	Streptococcus salivarius	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037725.1	SAMN50509591	Haemophilus sp.	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037745.1	SAMN50509589	Candidatus Fusicatenibacter intestinipullorum	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037805.1	SAMN50509588	Candidatus Amulumruptor caecigallinarius	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037825.1	SAMN50509587	Lachnospiraceae bacterium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037865.1	SAMN50509586	Ruminococcoides sp.	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037925.1	SAMN50509585	Acutalibacteraceae bacterium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037965.1	SAMN50509584	Candidatus Scatosoma sp.	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057037985.1	SAMN50509583	Alistipes ihumii	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038045.1	SAMN50509582	Agathobacter rectalis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038065.1	SAMN50509581	Oscillospiraceae bacterium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038085.1	SAMN50509580	Bacteroides stercoris	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038165.1	SAMN50509579	Klebsiella pneumoniae	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038185.1	SAMN50509578	Alistipes inops	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038195.1	SAMN50509577	Alistipes communis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038285.1	SAMN50509576	Barnesiella intestinihominis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038305.1	SAMN50509575	Roseburia faecis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038325.1	SAMN50509574	Coprobacter fastidiosus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038385.1	SAMN50509573	Christensenellales bacterium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038425.1	SAMN50509572	Negativibacillus massiliensis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038445.1	SAMN50509571	Odoribacter splanchnicus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038495.1	SAMN50509570	Bifidobacterium adolescentis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038545.1	SAMN50509569	Parabacteroides distasonis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038565.1	SAMN50509568	Hominicoprocola sp.	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038605.1	SAMN50509567	Oscillospiraceae bacterium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038665.1	SAMN50509566	Oscillospiraceae bacterium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038685.1	SAMN50509564	Waltera acetigignens	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_057038705.1	SAMN50509565	Candidatus Duodenibacillus intestinavium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
