source_batch,raw_host,normalized_host,review_action,reviewed_host,resolved_taxid,rank,superkingdom,result,detail
reviewer_batch_20260609_part3.csv,Camponotus pennsylvanicus Antoinette #7,camponotus pennsylvanicus antoinette 7,exact_host,Camponotus pennsylvanicus,104422,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Canarium ovatum Engl.,canarium ovatum engl.,exact_host,Canarium ovatum,43691,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Canthopagrus schlegeli,canthopagrus schlegeli,exact_host,Acanthopagrus schlegelii,72011,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,capercailie grouse,capercailie grouse,exact_host,Tetrao urogallus,100830,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Centroscyllium fabricii (deep sea shark),centroscyllium fabricii,exact_host,Centroscyllium fabricii,170813,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ceratitis capitata Genetic Sexing Strain (GSS) strain Vienna 8 (D53-)/Toliman 99,ceratitis capitata genetic sexing strain strain vienna 8 toliman 99,exact_host,Ceratitis capitata,7213,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ceratitis capitata line Ccap10.3,ceratitis capitata line ccap10.3,exact_host,Ceratitis capitata,7213,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Cervus nippon mandarinus,cervus nippon mandarinus,exact_host,Cervus nippon,9863,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Chaenophryne sp.,chaenophryne sp.,exact_host,Chaenophryne,412638,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Chaeonophryne sp.,chaeonophryne sp.,exact_host,Chaenophryne,412638,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Chamaecytisus albus,chamaecytisus albus,exact_host,Chamaecytisus albus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Chambourcin sp.,chambourcin sp.,exact_host,Vitis,3603,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Chinese chive,chinese chive,exact_host,Allium tuberosum,4683,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Chinese chives,chinese chives,exact_host,Allium tuberosum,4683,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,chinese okra,chinese okra,exact_host,Luffa acutangula,56866,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Chinese silvergrass,chinese silvergrass,exact_host,Miscanthus sinensis,62337,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Chrysomya megacephala (blowfly),chrysomya megacephala,exact_host,Chrysomya megacephala,115424,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Cicadidae sp. C,cicadidae sp. c,exact_host,Cicadidae,7033,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Citellus fulvus,citellus fulvus,exact_host,Citellus fulvus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Class Hexactinellida,class hexactinellida,broad_host,Hexactinellida,60882,class,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Coccorella sp.,coccorella sp.,exact_host,Coccorella,172146,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Coleophora tesquorum,coleophora tesquorum,exact_host,Coleophora tesquorum,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,comb pen shell,comb pen shell,broad_host,Bivalvia,6544,class,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Concentrated platelets mixture,concentrated platelets mixture,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,Concentrated platelets mixture-Preservative solution,concentrated platelets mixture preservative solution,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,Contoneaster amiguus,contoneaster amiguus,exact_host,Cotoneaster ambiguus,1143214,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Corbicula aurea,corbicula aurea,exact_host,Corbicula aurea,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Costelytra giveni,costelytra giveni,exact_host,Costelytra giveni,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Crambe sp.,crambe sp.,exact_host,Crambe,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Crape Myrtle,crape myrtle,exact_host,Lagerstroemia,122809,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Crategus cuneata,crategus cuneata,exact_host,Crataegus cuneata,2741994,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Craugastor taurus,craugastor taurus,exact_host,Craugastor taurus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Crella incrustans levis,crella incrustans levis,exact_host,Crella incrustans,1114232,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ctenophthalmus orientalis,ctenophthalmus orientalis,exact_host,Ctenophthalmus orientalis,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Ctenophthalmus teres,ctenophthalmus teres,exact_host,Ctenophthalmus teres,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,culturing pond,culturing pond,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,Cyanobacterium Lyngbya cf. aestuarii,cyanobacterium lyngbya cf. aestuarii,broad_host,Lyngbya,28073,genus,Bacteria,microbial_blocked,duplicate
reviewer_batch_20260609_part3.csv,Damaliscus pygargus phillips,damaliscus pygargus phillips,exact_host,Damaliscus pygargus,9931,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Dasytastes bicolor,dasytastes bicolor,exact_host,Dasytastes bicolor,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Dasytastes sp. 01,dasytastes sp. 01,exact_host,Dasytastes,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Dasytastes sp. 02,dasytastes sp. 02,exact_host,Dasytastes,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Decaying wood,decaying wood,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,Departamento de Engenharia de Bioprocessos e Biotecnologia UFPR,departamento de engenharia de bioprocessos e biotecnologia ufpr,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,Desmodium pulchellum,desmodium pulchellum,exact_host,Desmodium pulchellum,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Desmonium incanum,desmonium incanum,exact_host,Desmodium incanum,564662,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Diaphorina citri Kuwayama,diaphorina citri kuwayama,exact_host,Diaphorina citri,121845,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Dictyonema sp. 2651,dictyonema sp. 2651,exact_host,Dictyonema,39673,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Dictyonema sp. 3644,dictyonema sp. 3644,exact_host,Dictyonema,39673,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Dictyonema sp. 3668,dictyonema sp. 3668,exact_host,Dictyonema,39673,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Dirofilaria (Dirofilaria) immitis,dirofilaria immitis,exact_host,Dirofilaria immitis,6287,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,diseased yellow croaker,diseased yellow croaker,exact_host,Larimichthys crocea,215358,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Dune Marsh Elder Iva imbricata,dune marsh elder iva imbricata,exact_host,Iva imbricata,913330,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,eastern boxelder,eastern boxelder,exact_host,Acer negundo,4023,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Echinochloa crusgalli (L.) Beauv.,echinochloa crusgalli beauv.,exact_host,Echinochloa crus-galli,90397,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Empoasca mexicana,empoasca mexicana,exact_host,Empoasca mexicana,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Enarsia hispida,enarsia hispida,exact_host,Encarsia hispida,119697,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Epalzeothynchos frenatum,epalzeothynchos frenatum,exact_host,Epalzeorhynchos frenatum,2848748,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ephestia (Aphomia) qularis,ephestia qularis,exact_host,Aphomia gularis,1915117,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ephistia cautella,ephistia cautella,exact_host,Ephestia cautella,12985,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,european roe,european roe,exact_host,Capreolus capreolus,9858,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,fermented foods Jiaosu,fermented foods jiaosu,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,ferr living,ferr living,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part3.csv,flumen aquae,flumen aquae,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,Focha andina,focha andina,exact_host,Fulica ardesiaca,555253,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,forage rape,forage rape,exact_host,Brassica napus,3708,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Fritillariae Cirrhosae,fritillariae cirrhosae,exact_host,Fritillaria cirrhosa,108544,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Giant seaperch,giant seaperch,exact_host,Lates calcarifer,8187,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Goniopora fruticosa,goniopora fruticosa,exact_host,Goniopora fruticosa,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Greek oregano,greek oregano,exact_host,Origanum vulgare,39352,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,green alga,green alga,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part3.csv,green eggplant,green eggplant,exact_host,Solanum melongena,4111,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Green spruce,green spruce,broad_host,Picea,3328,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Guang Chen Pi,guang chen pi,exact_host,Citrus reticulata,85571,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Guar pulse,guar pulse,exact_host,Cyamopsis tetragonoloba,3832,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Guinea multimammate,guinea multimammate,broad_host,Mastomys,30639,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Haliclona cribricutis,haliclona cribricutis,exact_host,Haliclona cribricutis,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Haliclona perlucida,haliclona perlucida,exact_host,Haliclona perlucida,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Hamacantha esperioides,hamacantha esperioides,exact_host,Hamacantha esperioides,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Helconica sp.,helconica sp.,exact_host,Helconica,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Heterostera chilensis,heterostera chilensis,exact_host,Heterostera chilensis,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Hipocampus ingens (seahorse),hipocampus ingens,exact_host,Hippocampus ingens,109285,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Howardula sp.,howardula sp.,exact_host,Howardula,209929,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ipomea obscura,ipomea obscura,exact_host,Ipomoea obscura,89652,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Iris sp.,iris sp.,exact_host,Iris,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Isolated from cauliflower,isolated from cauliflower,exact_host,Brassica oleracea,3712,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ixodes aulacodi str. Akure,ixodes aulacodi str. akure,exact_host,Ixodes aulacodi,1790017,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ixodes frontalis str. Montpellier,ixodes frontalis str. montpellier,exact_host,Ixodes frontalis,213683,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ixodes ricinus str. Naples,ixodes ricinus str. naples,exact_host,Ixodes ricinus,34613,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ixodes ricinus str. Viterbo,ixodes ricinus str. viterbo,exact_host,Ixodes ricinus,34613,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ixodes stilesi collected from Oligoryzomys longicaudatus,ixodes stilesi collected from oligoryzomys longicaudatus,exact_host,Ixodes stilesi,330945,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Jason Stajich,jason stajich,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part4.csv,Justicia subcoriacea,justicia subcoriacea,exact_host,Justicia subcoriacea,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,king palm,king palm,broad_host,Arecaceae,4710,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Kroswia sp. S13,kroswia sp. s13,exact_host,Kroswia,1344011,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Lagria grenieri,lagria grenieri,exact_host,Lagria grenieri,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Lagria okinawana,lagria okinawana,exact_host,Lagria okinawana,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Lasioglossum apopkense,lasioglossum apopkense,exact_host,Lasioglossum apopkense,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Latuca sp.,latuca sp.,exact_host,Lactuca,4235,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Leobordea lanceolata,leobordea lanceolata,exact_host,Leobordea lanceolata,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Leobordea pulchra,leobordea pulchra,exact_host,Leobordea pulchra,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Lepidocollema sp. S4,lepidocollema sp. s4,exact_host,Lepidocollema,1618045,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,LEPM 108,lepm 108,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part4.csv,Leptosemia sp. G,leptosemia sp. g,exact_host,Leptosemia,179420,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Linaria sp.,linaria sp.,exact_host,Linaria,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Lissodendoryx diversichela,lissodendoryx diversichela,exact_host,Lissodendoryx diversichela,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Listrus sp. 00,listrus sp. 00,exact_host,Listrus,1710671,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Listrus sp. 01,listrus sp. 01,exact_host,Listrus,1710671,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Listrus sp. 02,listrus sp. 02,exact_host,Listrus,1710671,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Listrus sp. 04,listrus sp. 04,exact_host,Listrus,1710671,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Listrus sp. 06,listrus sp. 06,exact_host,Listrus,1710671,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Listrus sp. 07,listrus sp. 07,exact_host,Listrus,1710671,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Listrus sp. 09,listrus sp. 09,exact_host,Listrus,1710671,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Lobaria pulmonaria thallus,lobaria pulmonaria thallus,exact_host,Lobaria pulmonaria,86794,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Lucinoma atalantae,lucinoma atalantae,exact_host,Lucinoma atalantae,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Luffae sp.,luffae sp.,exact_host,Luffa,3669,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Lyonycteris spurrelli,lyonycteris spurrelli,exact_host,Lyonycteris spurrelli,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Macherium nyctitans,macherium nyctitans,exact_host,Machaerium nyctitans,450035,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Malawi cichlid (Auloncara maleri),malawi cichlid,exact_host,Aulonocara maleri,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Mantidactylus aff. curtus 19,mantidactylus aff. curtus 19,exact_host,Mantidactylus curtus,143435,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Maoctra Veneriformis,maoctra veneriformis,exact_host,Mactra veneriformis,120570,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Marantha leuconeura,marantha leuconeura,exact_host,Maranta leuconeura,34203,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Marcelaria sp.,marcelaria sp.,exact_host,Marcelaria,1562556,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,marine invertebrate,marine invertebrate,broad_host,marine invertebrate,,,,context_only,negative=duplicate; context=duplicate
reviewer_batch_20260609_part4.csv,Marmosa camescens,marmosa camescens,exact_host,Marmosa canescens,225728,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Meenoplinae sp.,meenoplinae sp.,broad_host,Meenoplinae,1401837,subfamily,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Melobium obcordatum,melobium obcordatum,exact_host,Melobium obcordatum,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Mephitiade sp.,mephitiade sp.,broad_host,Mephitidae,119825,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Merlot sp.,merlot sp.,exact_host,Vitis vinifera,29760,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,mexican lime,mexican lime,exact_host,Citrus aurantiifolia,159033,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Microxistyla sp.,microxistyla sp.,exact_host,Microxistyla,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Mineral hydromagnesite,mineral hydromagnesite,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part4.csv,"Myrtea sp. ""scaly one"" KF741663",myrtea sp. scaly one kf741663,exact_host,Myrtea,183491,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Myxilla sp. 4,myxilla sp. 4,exact_host,Myxilla,118320,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Neotyphloceras sp.,neotyphloceras sp.,exact_host,Neotyphloceras,507071,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Nephrolepsis exaltata,nephrolepsis exaltata,exact_host,Nephrolepis exaltata,34165,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,NewZealand rabbits,newzealand rabbits,exact_host,Oryctolagus cuniculus,9986,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Nightshade (Solanum nigrum),nightshade,exact_host,Solanum nigrum,4112,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Nippon ibis,nippon ibis,exact_host,Nipponia nippon,128390,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,olive knot (Olea europaea),olive knot,exact_host,Olea europaea,4146,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Onchorhynchus apache,onchorhynchus apache,exact_host,Oncorhynchus apache,209197,subspecies,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Orizae sativa L.,orizae sativa l.,exact_host,Oryza sativa,4530,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Ornithdoros turicata,ornithdoros turicata,exact_host,Ornithodoros turicata,34597,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Ornithdoros turicatae,ornithdoros turicatae,exact_host,Ornithodoros turicata,34597,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Others -Heterodon platrhinos,others heterodon platrhinos,exact_host,Heterodon platirhinos,8597,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Others -Oxycirrhites typus,others oxycirrhites typus,exact_host,Oxycirrhites typus,587059,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Otis tarde,otis tarde,exact_host,Otis tarda,73107,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Pallasiomys meridianus,pallasiomys meridianus,exact_host,Meriones meridianus,261754,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Parachiridia subirrorata,parachiridia subirrorata,exact_host,Parachiridia subirrorata,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Paradoxopsyllus scorodumovi,paradoxopsyllus scorodumovi,exact_host,Paradoxopsyllus scorodumovi,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Paramyelois transitella,paramyelois transitella,exact_host,Paramyelois transitella,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Passerculus sandwichensis beldingi,passerculus sandwichensis beldingi,exact_host,Passerculus sandwichensis,161624,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,pasture gramineae,pasture gramineae,broad_host,Poaceae,4479,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Peanuts (Arachis hypogea L.),peanuts,exact_host,Arachis hypogaea,3818,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Pelicanus rufescens,pelicanus rufescens,exact_host,Pelecanus rufescens,1243782,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Penares incrustans,penares incrustans,exact_host,Penares incrustans,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part4.csv,Phaecochoerus aethipicus,phaecochoerus aethipicus,exact_host,Phacochoerus aethiopicus,85517,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Phgllotreta striolaea,phgllotreta striolaea,exact_host,Phyllotreta striolata,444603,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part4.csv,Photos sp.,photos sp.,exact_host,Pothos,174212,genus,Eukaryota,host_synonym_updated,Validated non-microbial NCBI taxonomy.
